Wojciech Nowak 483zł rolnik
Jakub Grabowski 779zł górnik
Jadwiga Kowalczyk 832zł rolnik
Grzegorz Dąbrowski 1418zł uczciwy_człowiek
Marcin Mazur 1327zł górnik
Halina Kamińska 894zł rolnik
Tomasz Nowak 142zł rolnik
Ryszard Kamiński 1469zł górnik
Zbigniew Krawczyk 1467zł uczciwy_człowiek
Mateusz Nowak 1412zł rolnik
Iwona Mazur 1229zł górnik
Elżbieta Dąbrowska 1121zł górnik
Michał Wojciechowski 364zł uczciwy_człowiek
Andrzej Kowalski 601zł rolnik
Tadeusz Dąbrowski 1070zł uczciwy_człowiek
Stanisław Grabowski 548zł rolnik
Anna Kamińska 639zł uczciwy_człowiek
Jacek Wojciechowski 510zł uczciwy_człowiek
Krystyna Jankowska 1091zł górnik
Joanna Wojciechowska 1345zł uczciwy_człowiek
Piotr Mazur 921zł rolnik
Jacek Wójcik 1251zł rolnik
Jadwiga Woźniak 1302zł górnik
Jakub Piotrowski 170zł rolnik
Irena Kaczmarek 755zł rolnik
Magdalena Wójcik 795zł rolnik
Kamil Wojciechowski 1264zł uczciwy_człowiek
Tadeusz Dąbrowski 1018zł górnik
Jolanta Jankowska 157zł uczciwy_człowiek
Andrzej Mazur 111zł uczciwy_człowiek
Kazimierz Zieliński 994zł uczciwy_człowiek
Jerzy Kaczmarek 218zł rolnik
Zofia Mazur 412zł uczciwy_człowiek
Monika Dąbrowska 409zł uczciwy_człowiek
Ryszard Kowalczyk 754zł górnik
Robert Wiśniewski 979zł górnik
Jan Kwiatkowski 498zł rolnik
Krystyna Dąbrowska 152zł rolnik
Iwona Kowalczyk 635zł górnik
Aleksandra Dąbrowska 492zł uczciwy_człowiek
Zbigniew Woźniak 969zł rolnik
Anna Woźniak 809zł rolnik
Magdalena Szymańska 172zł rolnik
Irena Wiśniewska 1019zł górnik
Dorota Kaczmarek 126zł uczciwy_człowiek
Magdalena Mazur 585zł górnik
Marianna Kowalczyk 433zł rolnik
Marek Kaczmarek 216zł rolnik
Józef Kozłowski 1185zł uczciwy_człowiek
Ewa Kowalska 423zł uczciwy_człowiek
Katarzyna Kaczmarek 340zł uczciwy_człowiek
Maciej Mazur 827zł rolnik
Marek Dąbrowski 625zł rolnik
Joanna Krawczyk 205zł górnik
Iwona Kozłowska 318zł uczciwy_człowiek
Joanna Woźniak 1313zł górnik
Krystyna Kamińska 1457zł rolnik
Anna Zielińska 174zł górnik
Adam Kowalski 260zł rolnik
Grzegorz Krawczyk 1401zł uczciwy_człowiek
Rafał Szymański 1442zł górnik
Monika Krawczyk 124zł górnik
Piotr Dąbrowski 1239zł rolnik
Grażyna Kowalczyk 770zł rolnik
Barbara Kozłowska 1081zł uczciwy_człowiek
Kamil Kowalczyk 1279zł uczciwy_człowiek
Wojciech Krawczyk 312zł górnik
Natalia Wojciechowska 1363zł rolnik
Kamil Kozłowski 557zł uczciwy_człowiek
Grażyna Mazur 1446zł rolnik
Grzegorz Piotrowski 697zł uczciwy_człowiek
Marianna Dąbrowska 462zł górnik
Piotr Dąbrowski 1344zł górnik
Mateusz Nowak 643zł górnik
Piotr Wiśniewski 523zł górnik
Anna Wiśniewska 1087zł uczciwy_człowiek
Tadeusz Grabowski 735zł rolnik
Jakub Jankowski 583zł górnik
Łukasz Piotrowski 1188zł uczciwy_człowiek
Michał Kamiński 1180zł uczciwy_człowiek
Andrzej Nowak 1144zł rolnik
Teresa Zielińska 1413zł uczciwy_człowiek
Rafał Zieliński 931zł uczciwy_człowiek
Irena Kowalska 878zł rolnik
Anna Wiśniewska 532zł górnik
Janina Krawczyk 574zł rolnik
Iwona Nowak 1033zł uczciwy_człowiek
Marcin Nowak 1049zł uczciwy_człowiek
Łukasz Kowalski 609zł uczciwy_człowiek
Teresa Kowalczyk 1368zł górnik
Kamil Woźniak 198zł uczciwy_człowiek
Jerzy Krawczyk 345zł uczciwy_człowiek
Kazimierz Kozłowski 745zł uczciwy_człowiek
Robert Nowak 1065zł górnik
Teresa Lewandowska 169zł rolnik
Łukasz Grabowski 182zł rolnik
Ewa Kowalczyk 1393zł uczciwy_człowiek
Anna Lewandowska 1373zł górnik
Krzysztof Nowak 827zł górnik
Krzysztof Kamiński 315zł rolnik
Tadeusz Wiśniewski 1328zł górnik
Marcin Szymański 422zł górnik
Elżbieta Lewandowska 1019zł rolnik
Tadeusz Woźniak 586zł górnik
Krzysztof Zieliński 701zł uczciwy_człowiek
Tomasz Krawczyk 923zł górnik
Stanisław Kwiatkowski 1393zł rolnik
Łukasz Nowak 645zł uczciwy_człowiek
Paweł Piotrowski 368zł górnik
Jan Szymański 1268zł rolnik
Jacek Kwiatkowski 1310zł górnik
Michał Lewandowski 1232zł rolnik
Jerzy Piotrowski 1282zł rolnik
Adam Szymański 278zł uczciwy_człowiek
Magdalena Krawczyk 159zł uczciwy_człowiek
Mateusz Kowalczyk 206zł rolnik
Aleksandra Wójcik 997zł rolnik
Danuta Wojciechowska 569zł rolnik
Agnieszka Kowalska 1452zł rolnik
Magdalena Grabowska 431zł rolnik
Monika Kamińska 1270zł rolnik
Michał Wojciechowski 646zł rolnik
Irena Szymańska 666zł uczciwy_człowiek
Agnieszka Kozłowska 140zł uczciwy_człowiek
Aleksandra Wójcik 290zł górnik
Michał Wojciechowski 800zł rolnik
Krystyna Mazur 1176zł rolnik
Zbigniew Wojciechowski 891zł górnik
Mariusz Szymański 875zł górnik
Monika Kaczmarek 557zł rolnik
Zbigniew Jankowski 594zł górnik
Grażyna Kaczmarek 251zł górnik
Maciej Kwiatkowski 285zł rolnik
Marianna Dąbrowska 1350zł uczciwy_człowiek
Marta Grabowska 1386zł górnik
Grzegorz Kaczmarek 409zł uczciwy_człowiek
Krzysztof Wójcik 1273zł górnik
Dorota Kwiatkowska 312zł górnik
Aleksandra Dąbrowska 1104zł uczciwy_człowiek
Marta Kowalczyk 861zł górnik
Aleksandra Wiśniewska 1469zł uczciwy_człowiek
Krystyna Jankowska 896zł górnik
Barbara Szymańska 1336zł uczciwy_człowiek
Joanna Mazur 481zł uczciwy_człowiek
Józef Mazur 722zł górnik
Krystyna Lewandowska 560zł górnik
Jolanta Dąbrowska 816zł górnik
Marcin Krawczyk 1474zł rolnik
Jacek Kwiatkowski 665zł uczciwy_człowiek
Małgorzata Kowalczyk 297zł górnik
Wojciech Woźniak 726zł górnik
Barbara Wiśniewska 316zł rolnik
Dorota Szymańska 1347zł rolnik
Tadeusz Kowalczyk 394zł rolnik
Maria Dąbrowska 744zł górnik
Małgorzata Jankowska 1131zł górnik
Małgorzata Kowalska 711zł uczciwy_człowiek
Zofia Lewandowska 864zł rolnik
Barbara Piotrowska 959zł rolnik
Wojciech Nowak 1309zł górnik
Beata Wiśniewska 686zł uczciwy_człowiek
Anna Zielińska 1183zł górnik
Marek Kaczmarek 387zł rolnik
Barbara Wójcik 970zł górnik
Łukasz Wójcik 1314zł rolnik
Adam Zieliński 1052zł uczciwy_człowiek
Kamil Woźniak 1009zł górnik
Adam Wojciechowski 951zł górnik
Grażyna Kamińska 215zł uczciwy_człowiek
Piotr Wojciechowski 1366zł górnik
Helena Nowak 463zł górnik
Ryszard Wiśniewski 270zł rolnik
Anna Kowalczyk 1461zł górnik
Tadeusz Wojciechowski 649zł uczciwy_człowiek
Robert Mazur 575zł rolnik
Karolina Wójcik 1266zł górnik
Marek Kamiński 564zł uczciwy_człowiek
Mateusz Kwiatkowski 1187zł uczciwy_człowiek
Robert Mazur 259zł uczciwy_człowiek
Dorota Dąbrowska 1281zł rolnik
Kamil Grabowski 949zł rolnik
Janina Szymańska 1059zł uczciwy_człowiek
Paweł Kwiatkowski 469zł górnik
Stanisław Wojciechowski 244zł górnik
Halina Kamińska 767zł górnik
Jolanta Mazur 1254zł rolnik
Karolina Kamińska 1380zł uczciwy_człowiek
Beata Kowalczyk 278zł uczciwy_człowiek
Ryszard Kaczmarek 572zł uczciwy_człowiek
Marta Piotrowska 1226zł rolnik
Marta Zielińska 1325zł uczciwy_człowiek
Natalia Wiśniewska 145zł górnik
Elżbieta Kamińska 441zł rolnik
Aleksandra Woźniak 1204zł uczciwy_człowiek
Marta Grabowska 1166zł górnik
Stanisław Wojciechowski 1470zł uczciwy_człowiek
Marek Mazur 869zł rolnik
Monika Kowalczyk 513zł uczciwy_człowiek
Aleksandra Grabowska 338zł uczciwy_człowiek
Łukasz Kozłowski 1296zł górnik
Wojciech Kowalski 1312zł uczciwy_człowiek
Tadeusz Kozłowski 1074zł górnik
Jolanta Kowalczyk 853zł rolnik
Iwona Dąbrowska 1368zł uczciwy_człowiek
Robert Jankowski 155zł uczciwy_człowiek
Janina Nowak 1187zł górnik
Rafał Krawczyk 1490zł uczciwy_człowiek
Natalia Krawczyk 575zł górnik
Dorota Mazur 1317zł uczciwy_człowiek
Krzysztof Wojciechowski 1173zł górnik
Karolina Lewandowska 504zł uczciwy_człowiek
Karolina Kowalczyk 1089zł górnik
Teresa Kamińska 1309zł rolnik
Dariusz Nowak 710zł uczciwy_człowiek
Jerzy Dąbrowski 694zł górnik
Jacek Grabowski 577zł górnik
Józef Wiśniewski 1193zł uczciwy_człowiek
Iwona Krawczyk 554zł rolnik
Irena Woźniak 1082zł uczciwy_człowiek
Marcin Nowak 1006zł rolnik
Krzysztof Mazur 900zł rolnik
Magdalena Zielińska 368zł rolnik
Wojciech Lewandowski 273zł rolnik
Irena Kaczmarek 153zł uczciwy_człowiek
Ryszard Wiśniewski 1282zł uczciwy_człowiek
Ryszard Szymański 329zł uczciwy_człowiek
Karolina Kowalska 422zł uczciwy_człowiek
Kamil Kozłowski 1237zł rolnik
Marta Jankowska 1120zł górnik
Ryszard Zieliński 1050zł górnik
